timestamp,market_id,whale_strength,book_imbalance,odds_velocity,large_orders_yes,large_orders_no,top_wallet_exposure
2025-10-25 22:49:50.894725,516730,0.0,-0.95169543852371,0.0,0,0,0.0
2025-10-25 22:51:12.390405,516706,0.0,-0.9482906371763636,0.0,0,0,0.0
2025-10-25 22:51:15.241064,516710,0.0,-0.0362797553063352,0.0,0,0,0.0
2025-10-25 22:51:17.808687,516711,0.0,-0.8390063655259048,0.0,0,0,0.0
2025-10-25 22:51:20.402302,516712,0.0,-0.2075916699828687,0.0,0,0,0.0
2025-10-25 22:51:22.989387,516713,0.0,0.3618479928916001,0.0,0,0,0.0
2025-10-25 22:51:25.549330,516714,0.0,0.8529308605206313,0.0,0,0,0.0
2025-10-25 22:51:28.105019,516715,0.0,-0.9287019192987904,0.0,0,0,0.0
2025-10-25 22:51:30.694104,516716,0.0,0.8241847986130593,0.0,0,0,0.0
2025-10-25 22:51:33.265523,516717,0.0,0.6439732905969068,0.0,0,0,0.0
2025-10-25 22:51:35.808638,516719,0.0,0.1964241706596001,0.0,0,0,0.0
2025-10-25 22:51:38.382598,516720,0.0,-0.3261190863923242,0.0,0,0,0.0
2025-10-25 22:51:40.955974,516721,0.0,0.8064007049197468,0.0,0,0,0.0
2025-10-25 22:51:43.533112,516724,0.0,-0.957556224893863,0.0,0,0,0.0
2025-10-25 22:51:46.065333,516725,0.0,-0.9517052964449704,0.0,0,0,0.0
2025-10-25 22:51:48.658904,516726,0.0,-0.7104324482699765,0.0,0,0,0.0
2025-10-25 22:51:51.206136,516727,0.0,-0.8625564971725624,0.0,0,0,0.0
2025-10-25 22:51:53.822294,516728,0.0,-0.9787194470232836,0.0,0,0,0.0
2025-10-25 22:51:56.414566,516729,0.0,-0.9590297560807942,0.0,0,0,0.0
2025-10-25 22:51:59.008690,516730,0.0,-0.95169543852371,0.0,0,0,0.0
2025-10-25 22:53:20.052377,516706,0.0,-0.9483262726284092,0.0,0,0,0.0
2025-10-25 22:53:22.590506,516710,0.0,-0.0362797553063352,0.0,0,0,0.0
2025-10-25 22:53:25.170248,516711,0.0,-0.8401787957729381,0.0,0,0,0.0
2025-10-25 22:53:27.729504,516712,0.0,-0.2078567681857744,0.0,0,0,0.0
2025-10-25 22:53:30.547299,516713,0.0,0.358312349476051,0.0,0,0,0.0
2025-10-25 22:53:33.109199,516714,0.0,0.761302506771484,0.0,0,0,0.0
2025-10-25 22:53:35.694189,516715,0.0,-0.9287019192987904,0.0,0,0,0.0
2025-10-25 22:53:38.258520,516716,0.0,0.8241847986130593,0.0,0,0,0.0
2025-10-25 22:53:40.897965,516717,0.0,0.6306483239480991,0.0,0,0,0.0
2025-10-25 22:53:43.411740,516719,0.0,0.1954263327755585,0.0,0,0,0.0
2025-10-25 22:53:45.933444,516720,0.0,-0.3267569740897212,0.0,0,0,0.0
2025-10-25 22:53:48.491054,516721,0.0,0.8064007049197468,0.0,0,0,0.0
2025-10-25 22:53:51.078473,516724,0.0,-0.957556062865386,0.0,0,0,0.0
2025-10-25 22:53:53.678558,516725,0.0,-0.9517616821018198,0.0,0,0,0.0
2025-10-25 22:53:56.238809,516726,0.0,-0.7088866972577362,0.0,0,0,0.0
2025-10-25 22:53:58.806299,516727,0.0,-0.8619608180533053,0.0,0,0,0.0
2025-10-25 22:54:01.358508,516728,0.0,-0.978719449812156,0.0,0,0,0.0
2025-10-25 22:54:03.879576,516729,0.0,-0.9590297560807942,0.0,0,0,0.0
2025-10-25 22:54:06.414586,516730,0.0,-0.95169543852371,0.0,0,0,0.0
2025-10-25 22:55:28.247013,516706,0.0,-0.9483262726284092,0.0,0,0,0.0
2025-10-25 22:55:30.791067,516710,0.0,-0.0362797553063352,0.0,0,0,0.0
2025-10-25 22:55:33.611023,516711,0.0,-0.8401787957729381,0.0,0,0,0.0
2025-10-25 22:55:36.208775,516712,0.0,-0.2075978984731027,0.0,0,0,0.0
2025-10-25 22:55:38.741087,516713,0.0,0.3614348603158867,0.0,0,0,0.0
2025-10-25 22:55:41.314714,516714,0.0,0.8529308605206313,0.0,0,0,0.0
2025-10-25 22:55:43.905616,516715,0.0,-0.9287019192987904,0.0,0,0,0.0
2025-10-25 22:55:46.491005,516716,0.0,0.8241847986130593,0.0,0,0,0.0
2025-10-25 22:55:49.038243,516717,0.0,0.6406325568434503,0.0,0,0,0.0
2025-10-25 22:55:51.609180,516719,0.0,0.1954480623691399,0.0,0,0,0.0
2025-10-25 22:55:54.206498,516720,0.0,-0.3267569740897212,0.0,0,0,0.0
2025-10-25 22:55:56.731070,516721,0.0,0.7834861316512065,0.0,0,0,0.0
2025-10-25 22:55:59.565423,516724,0.0,-0.957556062865386,0.0,0,0,0.0
2025-10-25 22:56:02.108714,516725,0.0,-0.9517616821018198,0.0,0,0,0.0
2025-10-25 22:56:04.666971,516726,0.0,-0.7088244963711088,0.0,0,0,0.0
2025-10-25 22:56:07.233501,516727,0.0,-0.8620416448989039,0.0,0,0,0.0
2025-10-25 22:56:09.826900,516728,0.0,-0.978719449812156,0.0,0,0,0.0
2025-10-25 22:56:12.382743,516729,0.0,-0.9590297560807942,0.0,0,0,0.0
2025-10-25 22:56:14.940738,516730,0.0,-0.95169543852371,0.0,0,0,0.0
2025-10-25 22:57:36.634707,516706,0.0,-0.9483478896960076,0.0,0,0,0.0
2025-10-25 22:57:39.462445,516710,0.0,-0.0380024333054825,0.0,0,0,0.0
2025-10-25 22:57:41.990998,516711,0.0,-0.8401787957729381,0.0,0,0,0.0
2025-10-25 22:57:44.554966,516712,0.0,-0.2075978984731027,0.0,0,0,0.0
2025-10-25 22:57:47.126165,516713,0.0,0.3614348603158867,0.0,0,0,0.0
2025-10-25 22:57:49.729444,516714,0.0,0.7333863828369486,0.0,0,0,0.0
2025-10-25 22:57:52.299951,516715,0.0,-0.9287019192987904,0.0,0,0,0.0
2025-10-25 22:57:54.880076,516716,0.0,0.8241847986130593,0.0,0,0,0.0
2025-10-25 22:57:57.786349,516717,0.0,0.6289080623859367,0.0,0,0,0.0
2025-10-25 22:58:00.347376,516719,0.0,0.1954480623691399,0.0,0,0,0.0
2025-10-25 22:58:02.885001,516720,0.0,-0.3267569740897212,0.0,0,0,0.0
2025-10-25 22:58:05.404718,516721,0.0,0.7834861316512065,0.0,0,0,0.0
2025-10-25 22:58:07.991060,516724,0.0,-0.957556224893863,0.0,0,0,0.0
2025-10-25 22:58:10.494221,516725,0.0,-0.9517616821018198,0.0,0,0,0.0
2025-10-25 22:58:13.058221,516726,0.0,-0.7104324482699765,0.0,0,0,0.0
2025-10-25 22:58:15.631839,516727,0.0,-0.8621994209688711,0.0,0,0,0.0
2025-10-25 22:58:18.178285,516728,0.0,-0.9787194191345208,0.0,0,0,0.0
2025-10-25 22:58:20.764555,516729,0.0,-0.9590297091681572,0.0,0,0,0.0
2025-10-25 22:58:23.356645,516730,0.0,-0.9516953675393724,0.0,0,0,0.0
2025-10-25 22:59:44.747859,516706,0.0,-0.9483478896960076,0.0,0,0,0.0
2025-10-25 22:59:47.290687,516710,0.0,-0.0379665942619729,0.0,0,0,0.0
2025-10-25 22:59:49.858817,516711,0.0,-0.8401787957729381,0.0,0,0,0.0
2025-10-25 22:59:52.415627,516712,0.0,-0.2075978984731027,0.0,0,0,0.0
2025-10-25 22:59:54.957024,516713,0.0,0.3614348603158867,0.0,0,0,0.0
